type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	39.009677258	126.247016268	226.7			
T	39.009677781	126.246957947	225.4			
T	39.009678305	126.246899330	222.5			
T	39.009678831	126.246840418	219.1			
T	39.009679301	126.246787805	216.1			
T	39.009679832	126.246728334	212.7			
T	39.009680366	126.246668561	209.2			
T	39.009681035	126.246607253	206.3			
T	39.009681837	126.246544425	203.3			
T	39.009682646	126.246481123	200.4			
T	39.009683369	126.246424451	197.7			
T	39.009684189	126.246360237	194.3			
T	39.009685021	126.246295530	190.5			
T	39.009685853	126.246230326	186.7			
T	39.009686692	126.246164620	182.8			
T	39.009687537	126.246098405	179.2			
T	39.009688294	126.246039116	177.2			
T	39.009689152	126.245971925	175.0			
T	39.009690005	126.245904285	172.8			
T	39.009690876	126.245836034	170.5			
T	39.009691755	126.245767242	168.5			
T	39.009692541	126.245705637	166.7			
T	39.009693432	126.245635812	164.6			
T	39.009694335	126.245565429	162.6			
T	39.009695241	126.245494479	159.4			
T	39.009696154	126.245422959	156.1			
T	39.009697074	126.245350861	152.7			
T	39.009697898	126.245286283	149.7			
T	39.009698610	126.245216222	145.9			
T	39.009699298	126.245146168	142.0			
T	39.009633967	126.250738300	218.8			
T	39.009634007	126.250684573	218.8			
T	39.009634023	126.250636620	218.7			
T	39.009634043	126.250582663	218.6			
T	39.009634062	126.250528694	218.5			
T	39.009634081	126.250474712	218.3			
T	39.009634100	126.250420720	218.1			
T	39.009634119	126.250366714	217.9			
T	39.009634136	126.250318700	217.7			
T	39.009634155	126.250264673	217.5			
T	39.009634174	126.250210634	217.6			
T	39.009634194	126.250156583	217.7			
T	39.009634218	126.250102517	217.7			
T	39.009634186	126.250054033	217.8			
T	39.009634081	126.249998853	217.8			
T	39.009633893	126.249943017	218.9			
T	39.009633705	126.249887309	220.0			
T	39.009633518	126.249831726	221.1			
T	39.009633331	126.249776270	222.1			
T	39.009633165	126.249727080	223.1			
T	39.009632978	126.249671861	224.9			
T	39.009632793	126.249616766	226.7			
T	39.009632607	126.249561795	228.6			
T	39.009632422	126.249506948	230.4			
T	39.009632238	126.249452224	232.2			
T	39.009632080	126.249403681	233.4			
T	39.009631908	126.249349264	234.5			
T	39.009631763	126.249295085	235.7			
T	39.009631654	126.249241150	236.8			
T	39.009631546	126.249187288	238.0			
T	39.009631449	126.249139471	238.5			
T	39.009631340	126.249085744	238.7			
T	39.009631230	126.249032089	238.9			
T	39.009631123	126.248978506	239.1			
T	39.009631014	126.248924992	239.3			
T	39.009630906	126.248871551	239.5			
T	39.009630810	126.248824107	239.8			
T	39.009630702	126.248770799	240.1			
T	39.009630594	126.248717562	240.4			
T	39.009630502	126.248664415	240.7			
T	39.009630442	126.248611344	241.0			
T	39.009630457	126.248564229	240.9			
T	39.009630475	126.248511213	240.8			
T	39.009630493	126.248458185	240.7			
T	39.009630511	126.248405147	240.5			
T	39.009630528	126.248352096	240.4			
T	39.009630547	126.248299034	240.3			
T	39.009630563	126.248251857	240.2			
T	39.009630580	126.248198772	240.0			
T	39.009630598	126.248145675	239.9			
T	39.009630617	126.248092566	239.8			
T	39.009630634	126.248039446	239.6			
T	39.009630676	126.247992141	239.5			
T	39.009630760	126.247938770	239.3			
T	39.009630961	126.247884889	239.1			
T	39.009631163	126.247830874	238.9			
T	39.009631365	126.247776726	238.7			
T	39.009631567	126.247722442	238.3			
T	39.009631748	126.247674077	238.0			
T	39.009631949	126.247619539	237.6			
T	39.009632153	126.247564865	237.2			
T	39.009632358	126.247510055	236.9			
T	39.009632562	126.247455107	235.7			
T	39.009632745	126.247406149	234.5			
T	39.009632943	126.247350946	233.2			
T	39.009633220	126.247295158	231.9			
T	39.009633556	126.247238627	230.5			
T	39.009633965	126.247181333	229.1			
T	39.009634376	126.247123754	227.7			
T	39.009634742	126.247072333	226.4			
T	39.009635157	126.247014212	225.0			
T	39.009635571	126.246955801	223.5			
T	39.009635995	126.246897100	220.7			
T	39.009636416	126.246838102	217.5			
T	39.009636792	126.246785410	214.6			
T	39.009637216	126.246725848	211.4			
T	39.009637644	126.246665985	208.1			
T	39.009638175	126.246604539	205.2			
T	39.009638811	126.246541743	202.2			
T	39.009639458	126.246478344	199.2			
T	39.009640036	126.246421584	196.5			
T	39.009640692	126.246357270	193.1			
T	39.009641359	126.246292462	189.5			
T	39.009642024	126.246227155	185.8			
T	39.009642694	126.246161345	182.0			
T	39.009643371	126.246095025	178.6			
T	39.009643976	126.246035641	176.6			
T	39.009644666	126.245968339	174.2			
T	39.009645337	126.245900842	171.9			
T	39.009646022	126.245832498	169.6			
T	39.009646724	126.245763602	167.5			
T	39.009647354	126.245701902	165.6			
T	39.009648066	126.245631967	163.5			
T	39.009648788	126.245561474	161.3			
T	39.009649512	126.245490413	158.1			
T	39.009650242	126.245418779	154.7			
T	39.009650978	126.245346566	151.2			
T	39.009651640	126.245281882	148.2			
T	39.009652045	126.245214568	144.7			
T	39.009652594	126.245144474	141.2			
T	39.009592193	126.250744010	216.1			
T	39.009592228	126.250690185	216.1			
T	39.009592249	126.250642278	216.1			
T	39.009592263	126.250588178	216.1			
T	39.009592277	126.250534066	216.0			
T	39.009592292	126.250479942	216.0			
T	39.009592307	126.250425806	216.0			
T	39.009592321	126.250371658	215.9			
T	39.009592334	126.250323517	215.9			
T	39.009592349	126.250269347	215.9			
T	39.009592363	126.250215164	216.0			
T	39.009592378	126.250160970	216.1			
T	39.009592397	126.250106761	216.1			
T	39.009592379	126.250058228	216.2			
T	39.009592308	126.250003002	216.3			
T	39.009592219	126.249947598	217.2			
T	39.009592078	126.249891707	218.1			
T	39.009591938	126.249835942	219.1			
T	39.009591798	126.249780305	220.0			
T	39.009591672	126.249730956	220.8			
T	39.009591533	126.249675557	222.5			
T	39.009591394	126.249620283	224.3			
T	39.009591254	126.249565134	226.1			
T	39.009591116	126.249510110	227.8			
T	39.009590977	126.249455211	229.6			
T	39.009590860	126.249406511	230.9			
T	39.009590724	126.249351912	232.2			
T	39.009590606	126.249297457	233.6			
T	39.009590505	126.249243257	234.9			
T	39.009590423	126.249189239	236.2			
T	39.009590351	126.249141284	236.8			
T	39.009590269	126.249087402	236.9			
T	39.009590187	126.249033593	237.0			
T	39.009590106	126.248979856	237.2			
T	39.009590025	126.248926189	237.3			
T	39.009589943	126.248872594	237.5			
T	39.009589871	126.248825015	237.9			
T	39.009589790	126.248771555	238.3			
T	39.009589709	126.248718166	238.8			
T	39.009589632	126.248664862	239.2			
T	39.009589574	126.248611628	239.7			
T	39.009589544	126.248564365	239.6			
T	39.009589557	126.248511226	239.5			
T	39.009589570	126.248458076	239.4			
T	39.009589584	126.248404913	239.3			
T	39.009589597	126.248351739	239.2			
T	39.009589610	126.248298554	239.1			
T	39.009589622	126.248251268	239.0			
T	39.009589636	126.248198059	238.9			
T	39.009589649	126.248144839	238.8			
T	39.009589662	126.248091606	238.7			
T	39.009589675	126.248038362	238.6			
T	39.009589708	126.247990943	238.4			
T	39.009589768	126.247937480	238.2			
T	39.009589851	126.247883803	238.0			
T	39.009590002	126.247829693	237.9			
T	39.009590153	126.247775447	237.6			
T	39.009590304	126.247721067	237.1			
T	39.009590440	126.247672616	236.6			
T	39.009590592	126.247617981	236.0			
T	39.009590742	126.247563208	235.5			
T	39.009590896	126.247508298	234.9			
T	39.009591049	126.247453251	233.8			
T	39.009591186	126.247404205	232.8			
T	39.009591333	126.247348902	231.5			
T	39.009591543	126.247292984	230.3			
T	39.009591767	126.247236618	229.1			
T	39.009592048	126.247179514	227.6			
T	39.009592356	126.247121851	226.1			
T	39.009592630	126.247070355	224.8			
T	39.009592940	126.247012149	223.2			
T	39.009593250	126.246953652	221.7			
T	39.009593567	126.246894864	218.9			
T	39.009593882	126.246835778	215.9			
T	39.009594163	126.246783007	213.2			
T	39.009594481	126.246723356	210.1			
T	39.009594801	126.246663403	207.1			
T	39.009595216	126.246601779	204.1			
T	39.009595665	126.246539027	201.1			
T	39.009596151	126.246475557	198.0			
T	39.009596584	126.246418710	195.3			
T	39.009597074	126.246354295	192.0			
T	39.009597575	126.246289386	188.4			
T	39.009598073	126.246223975	184.8			
T	39.009598574	126.246158061	181.2			
T	39.009599080	126.246091635	178.0			
T	39.009599533	126.246032155	175.9			
T	39.009600052	126.245964745	173.5			
T	39.009600550	126.245897159	171.1			
T	39.009601050	126.245828953	168.7			
T	39.009601575	126.245759950	166.5			
T	39.009602045	126.245698155	164.5			
T	39.009602578	126.245628112	162.3			
T	39.009603118	126.245557509	160.1			
T	39.009603660	126.245486336	156.7			
T	39.009604205	126.245414588	153.2			
T	39.009604756	126.245342259	149.7			
T	39.009605252	126.245277471	146.6			
T	39.009605518	126.245210632	143.5			
T	39.009605842	126.245142779	140.3			
T	39.009550204	126.250749750	213.3			
T	39.009550224	126.250695785	213.4			
T	39.009550246	126.250647798	213.4			
T	39.009550261	126.250593722	213.4			
T	39.009550271	126.250539467	213.5			
T	39.009550281	126.250485199	213.7			
T	39.009550291	126.250430920	213.8			
T	39.009550301	126.250376628	213.9			
T	39.009550310	126.250328359	214.1			
T	39.009550320	126.250274045	214.2			
T	39.009550330	126.250219719	214.3			
T	39.009550340	126.250165381	214.4			
T	39.009550354	126.250111028	214.6			
T	39.009550344	126.250062446	214.7			
T	39.009550299	126.250007069	214.8			
T	39.009550252	126.249951753	215.5			
T	39.009550186	126.249896132	216.3			
T	39.009550093	126.249840186	217.0			
T	39.009550000	126.249784366	217.8			
T	39.009549917	126.249734855	218.5			
T	39.009549823	126.249679276	220.0			
T	39.009549731	126.249623822	221.8			
T	39.009549640	126.249568495	223.5			
T	39.009549547	126.249513293	225.3			
T	39.009549460	126.249458213	227.0			
T	39.009549379	126.249409360	228.4			
T	39.009549286	126.249354580	229.9			
T	39.009549210	126.249299951	231.4			
T	39.009549127	126.249245430	233.0			
T	39.009549065	126.249191201	234.5			
T	39.009549017	126.249143107	235.2			
T	39.009548963	126.249089070	235.2			
T	39.009548908	126.249035106	235.2			
T	39.009548855	126.248981213	235.2			
T	39.009548801	126.248927393	235.2			
T	39.009548747	126.248873644	235.4			
T	39.009548699	126.248825928	236.0			
T	39.009548644	126.248772315	236.6			
T	39.009548591	126.248718773	237.2			
T	39.009548538	126.248665317	237.8			
T	39.009548502	126.248611931	238.4			
T	39.009548462	126.248564521	238.3			
T	39.009548448	126.248511240	238.2			
T	39.009548457	126.248457966	238.2			
T	39.009548466	126.248404680	238.1			
T	39.009548475	126.248351382	238.0			
T	39.009548484	126.248298073	237.9			
T	39.009548491	126.248250675	237.9			
T	39.009548499	126.248197343	237.8			
T	39.009548508	126.248143998	237.7			
T	39.009548517	126.248090641	237.7			
T	39.009548525	126.248037273	237.6			
T	39.009548548	126.247989739	237.4			
T	39.009548590	126.247936152	237.2			
T	39.009548626	126.247882513	237.0			
T	39.009548696	126.247828507	236.8			
T	39.009548796	126.247774165	236.6			
T	39.009548896	126.247719688	235.8			
T	39.009548987	126.247671149	235.2			
T	39.009549088	126.247616416	234.5			
T	39.009549186	126.247561545	233.7			
T	39.009549287	126.247506536	233.0			
T	39.009549388	126.247451389	231.9			
T	39.009549473	126.247402257	231.0			
T	39.009549575	126.247346850	229.9			
T	39.009549716	126.247290802	228.8			
T	39.009549864	126.247234331	227.7			
T	39.009550014	126.247177651	226.2			
T	39.009550219	126.247119945	224.5			
T	39.009550401	126.247068372	223.1			
T	39.009550606	126.247010081	221.4			
T	39.009550810	126.246951498	219.8			
T	39.009551021	126.246892622	217.1			
T	39.009551229	126.246833448	214.3			
T	39.009551416	126.246780598	211.8			
T	39.009551626	126.246720858	208.9			
T	39.009551837	126.246660814	206.0			
T	39.009552117	126.246599004	203.0			
T	39.009552412	126.246536151	199.9			
T	39.009552725	126.246472762	196.8			
T	39.009553011	126.246415826	194.1			
T	39.009553336	126.246351312	190.8			
T	39.009553667	126.246286300	187.4			
T	39.009553998	126.246220787	183.9			
T	39.009554330	126.246154768	180.5			
T	39.009554664	126.246088235	177.3			
T	39.009554971	126.246028656	175.2			
T	39.009555310	126.245961140	172.7			
T	39.009555631	126.245893464	170.2			
T	39.009555966	126.245825298	167.7			
T	39.009556305	126.245756290	165.5			
T	39.009556616	126.245694399	163.4			
T	39.009556968	126.245624247	161.1			
T	39.009557323	126.245553531	158.7			
T	39.009557683	126.245482247	155.3			
T	39.009558044	126.245410385	151.8			
T	39.009558410	126.245337940	148.2			
T	39.009558736	126.245273049	145.1			
T	39.009558911	126.245206564	142.2			
T	39.009559063	126.245140152	139.4			
T	39.009508000	126.250755519	210.5			
T	39.009508010	126.250701417	210.6			
T	39.009508022	126.250653307	210.7			
T	39.009508032	126.250599158	210.8			
T	39.009508040	126.250544896	211.0			
T	39.009508045	126.250490485	211.3			
T	39.009508051	126.250436061	211.6			
T	39.009508055	126.250381625	211.9			
T	39.009508060	126.250333227	212.2			
T	39.009508066	126.250278769	212.5			
T	39.009508071	126.250224298	212.7			
T	39.009508080	126.250169814	212.8			
T	39.009508086	126.250115318	213.0			
T	39.009508081	126.250066687	213.1			
T	39.009508059	126.250011157	213.3			
T	39.009508036	126.249955688	213.8			
T	39.009508014	126.249900284	214.4			
T	39.009507979	126.249844455	215.0			
T	39.009507934	126.249788453	215.7			
T	39.009507895	126.249738780	216.2			
T	39.009507849	126.249683019	217.6			
T	39.009507804	126.249627385	219.3			
T	39.009507759	126.249571877	221.0			
T	39.009507715	126.249516496	222.7			
T	39.009507675	126.249461238	224.4			
T	39.009507635	126.249412226	225.9			
T	39.009507587	126.249357265	227.6			
T	39.009507546	126.249302458	229.3			
T	39.009507512	126.249247765	231.0			
T	39.009507472	126.249193180	232.7			
T	39.009507446	126.249144942	233.5			
T	39.009507419	126.249090748	233.4			
T	39.009507393	126.249036627	233.3			
T	39.009507366	126.248982579	233.3			
T	39.009507339	126.248928603	233.2			
T	39.009507314	126.248874700	233.4			
T	39.009507290	126.248826846	234.0			
T	39.009507263	126.248773079	234.8			
T	39.009507236	126.248719384	235.5			
T	39.009507211	126.248665774	236.3			
T	39.009507189	126.248612232	237.0			
T	39.009507176	126.248564691	237.0			
T	39.009507154	126.248511259	237.0			
T	39.009507152	126.248457855	236.9			
T	39.009507156	126.248404445	236.9			
T	39.009507161	126.248351022	236.8			
T	39.009507166	126.248297589	236.8			
T	39.009507166	126.248250081	236.7			
T	39.009507171	126.248196623	236.7			
T	39.009507175	126.248143153	236.7			
T	39.009507179	126.248089672	236.6			
T	39.009507183	126.248036179	236.5			
T	39.009507195	126.247988530	236.3			
T	39.009507213	126.247934813	236.1			
T	39.009507236	126.247881051	236.0			
T	39.009507253	126.247827238	235.8			
T	39.009507294	126.247772878	235.5			
T	39.009507343	126.247718303	234.6			
T	39.009507389	126.247669678	233.8			
T	39.009507438	126.247614847	232.9			
T	39.009507482	126.247559875	231.9			
T	39.009507531	126.247504767	231.0			
T	39.009507580	126.247449520	230.1			
T	39.009507620	126.247400299	229.2			
T	39.009507669	126.247344791	228.2			
T	39.009507739	126.247288613	227.2			
T	39.009507813	126.247232037	226.2			
T	39.009507882	126.247175249	224.6			
T	39.009507967	126.247118032	222.9			
T	39.009508055	126.247066384	221.4			
T	39.009508154	126.247008007	219.7			
T	39.009508254	126.246949337	217.9			
T	39.009508355	126.246890373	215.4			
T	39.009508458	126.246831111	212.7			
T	39.009508548	126.246778182	210.4			
T	39.009508650	126.246718351	207.7			
T	39.009508752	126.246658217	205.0			
T	39.009508894	126.246596221	201.9			
T	39.009509032	126.246533266	198.8			
T	39.009509181	126.246469856	195.6			
T	39.009509319	126.246412936	192.8			
T	39.009509476	126.246348320	189.6			
T	39.009509637	126.246283207	186.3			
T	39.009509797	126.246217589	183.1			
T	39.009509961	126.246151466	179.7			
T	39.009510123	126.246084827	176.7			
T	39.009510277	126.246025151	174.5			
T	39.009510443	126.245957525	171.9			
T	39.009510591	126.245889760	169.3			
T	39.009510754	126.245821483	166.8			
T	39.009510914	126.245752620	164.4			
T	39.009511064	126.245690633	162.3			
T	39.009511235	126.245620372	159.9			
T	39.009511406	126.245549545	157.4			
T	39.009511582	126.245478147	153.9			
T	39.009511756	126.245406172	150.3			
T	39.009511934	126.245333610	146.7			
T	39.009512093	126.245268730	143.6			
T	39.009512172	126.245202477	141.0			
T	39.009512241	126.245135976	138.5			
T	39.009465578	126.250761318	207.7			
T	39.009465579	126.250707078	207.8			
T	39.009465579	126.250658844	208.0			
T	39.009465582	126.250604557	208.1			
T	39.009465582	126.250550246	208.3			
T	39.009465583	126.250495798	208.8			
T	39.009465584	126.250441229	209.3			
T	39.009465584	126.250386648	209.8			
T	39.009465584	126.250338121	210.3			
T	39.009465586	126.250283518	210.8			
T	39.009465586	126.250228902	211.0			
T	39.009465590	126.250174272	211.2			
T	39.009465590	126.250119631	211.4			
T	39.009465587	126.250070952	211.5			
T	39.009465589	126.250015267	211.7			
T	39.009465591	126.249959645	212.1			
T	39.009465592	126.249904087	212.6			
T	39.009465595	126.249848592	213.1			
T	39.009465600	126.249792566	213.5			
T	39.009465602	126.249742730	214.0			
T	39.009465605	126.249686786	215.2			
T	39.009465608	126.249630969	216.8			
T	39.009465612	126.249575281	218.5			
T	39.009465615	126.249519719	220.1			
T	39.009465623	126.249464281	221.7			
T	39.009465625	126.249415111	223.3			
T	39.009465622	126.249359967	225.2			
T	39.009465625	126.249304984	227.1			
T	39.009465633	126.249250115	229.0			
T	39.009465635	126.249195355	230.9			
T	39.009465634	126.249146786	231.8			
T	39.009465637	126.249092435	231.6			
T	39.009465638	126.249038157	231.5			
T	39.009465640	126.248983953	231.3			
T	39.009465641	126.248929821	231.2			
T	39.009465642	126.248875762	231.3			
T	39.009465644	126.248827770	232.1			
T	39.009465644	126.248773848	233.0			
T	39.009465646	126.248719998	233.9			
T	39.009465646	126.248666234	234.8			
T	39.009465648	126.248612538	235.7			
T	39.009465653	126.248564861	235.7			
T	39.009465654	126.248511275	235.7			
T	39.009465652	126.248457744	235.6			
T	39.009465652	126.248404208	235.6			
T	39.009465654	126.248350661	235.6			
T	39.009465653	126.248297102	235.6			
T	39.009465653	126.248249484	235.6			
T	39.009465649	126.248195900	235.6			
T	39.009465648	126.248142305	235.6			
T	39.009465648	126.248088699	235.5			
T	39.009465648	126.248035080	235.5			
T	39.009465648	126.247987315	235.3			
T	39.009465647	126.247933471	235.1			
T	39.009465651	126.247879583	234.9			
T	39.009465650	126.247825642	234.7			
T	39.009465645	126.247771587	234.4			
T	39.009465642	126.247716914	233.3			
T	39.009465643	126.247668201	232.3			
T	39.009465639	126.247613271	231.3			
T	39.009465636	126.247558203	230.2			
T	39.009465627	126.247502992	229.1			
T	39.009465621	126.247447647	228.2			
T	39.009465618	126.247398334	227.4			
T	39.009465614	126.247342725	226.6			
T	39.009465610	126.247286415	225.7			
T	39.009465605	126.247229733	224.8			
T	39.009465596	126.247172838	223.1			
T	39.009465591	126.247115731	221.3			
T	39.009465593	126.247064391	219.7			
T	39.009465585	126.247005928	217.9			
T	39.009465579	126.246947171	216.0			
T	39.009465572	126.246888119	213.6			
T	39.009465566	126.246828768	211.1			
T	39.009465561	126.246775760	209.0			
T	39.009465553	126.246715839	206.5			
T	39.009465546	126.246655613	203.9			
T	39.009465543	126.246593430	200.8			
T	39.009465534	126.246530377	197.6			
T	39.009465515	126.246466859	194.4			
T	39.009465506	126.246410010	191.6			
T	39.009465494	126.246345320	188.4			
T	39.009465485	126.246280104	185.3			
T	39.009465474	126.246214383	182.2			
T	39.009465468	126.246148154	179.0			
T	39.009465457	126.246081408	176.1			
T	39.009465458	126.246021636	173.7			
T	39.009465433	126.245953917	171.1			
T	39.009465422	126.245886045	168.4			
T	39.009465412	126.245817658	165.8			
T	39.009465401	126.245748745	163.4			
T	39.009465391	126.245686856	161.2			
T	39.009465379	126.245616486	158.7			
T	39.009465365	126.245545547	156.0			
T	39.009465355	126.245474037	152.4			
T	39.009465342	126.245401947	148.8			
T	39.009465331	126.245329268	145.2			
T	39.009465324	126.245264723	142.2			
T	39.009465317	126.245198381	139.9			
T	39.009465301	126.245131790	137.6			
T	39.009422941	126.250767204	205.4			
T	39.009422928	126.250712768	205.6			
T	39.009422920	126.250664410	205.7			
T	39.009422912	126.250609985	205.8			
T	39.009422903	126.250555534	205.9			
T	39.009422894	126.250501059	206.5			
T	39.009422890	126.250446426	207.1			
T	39.009422884	126.250391699	207.6			
T	39.009422881	126.250343042	208.1			
T	39.009422877	126.250288292	208.7			
T	39.009422874	126.250233530	209.0			
T	39.009422871	126.250178755	209.2			
T	39.009422867	126.250123967	209.5			
T	39.009422860	126.250075239	209.7			
T	39.009422886	126.250019400	209.9			
T	39.009422912	126.249963624	210.2			
T	39.009422938	126.249907911	210.6			
T	39.009422965	126.249852262	211.0			
T	39.009422991	126.249796676	211.4			
T	39.009423039	126.249746705	211.8			
T	39.009423090	126.249690577	212.8			
T	39.009423142	126.249634577	214.3			
T	39.009423195	126.249578706	215.8			
T	39.009423250	126.249522961	217.3			
T	39.009423302	126.249467345	218.8			
T	39.009423347	126.249418014	220.3			
T	39.009423390	126.249362686	222.3			
T	39.009423436	126.249307525	224.2			
T	39.009423482	126.249252477	226.1			
T	39.009423532	126.249197544	228.0			
T	39.009423573	126.249148806	229.1			
T	39.009423612	126.249094132	229.0			
T	39.009423642	126.249039696	228.8			
T	39.009423671	126.248985334	228.7			
T	39.009423702	126.248931045	228.6			
T	39.009423731	126.248876829	228.7			
T	39.009423756	126.248828699	229.7			
T	39.009423786	126.248774621	230.7			
T	39.009423816	126.248720616	231.7			
T	39.009423843	126.248666697	232.8			
T	39.009423867	126.248612846	233.8			
T	39.009423889	126.248565030	233.9			
T	39.009423916	126.248511292	233.9			
T	39.009423941	126.248457614	234.0			
T	39.009423954	126.248403971	234.0			
T	39.009423951	126.248350298	234.1			
T	39.009423946	126.248296613	234.2			
T	39.009423942	126.248248884	234.2			
T	39.009423932	126.248195173	234.3			
T	39.009423927	126.248141453	234.3			
T	39.009423922	126.248087720	234.4			
T	39.009423917	126.248033976	234.3			
T	39.009423905	126.247986095	234.0			
T	39.009423885	126.247932123	233.8			
T	39.009423865	126.247878104	233.5			
T	39.009423850	126.247824038	233.2			
T	39.009423830	126.247769921	232.8			
T	39.009423793	126.247715519	231.6			
T	39.009423749	126.247666719	230.5			
T	39.009423693	126.247611690	229.3			
T	39.009423638	126.247556522	228.1			
T	39.009423573	126.247501210	226.9			
T	39.009423516	126.247445764	226.1			
T	39.009423465	126.247396362	225.4			
T	39.009423408	126.247340652	224.7			
T	39.009423328	126.247284210	223.9			
T	39.009423244	126.247227421	223.1			
T	39.009423157	126.247170418	221.4			
T	39.009423072	126.247113202	219.6			
T	39.009422996	126.247062164	218.0			
T	39.009422897	126.247003841	216.2			
T	39.009422784	126.246944998	214.4			
T	39.009422669	126.246885858	212.1			
T	39.009422555	126.246826419	209.8			
T	39.009422451	126.246773330	207.8			
T	39.009422334	126.246713319	205.5			
T	39.009422217	126.246653002	203.0			
T	39.009422066	126.246590631	199.8			
T	39.009421897	126.246527475	196.6			
T	39.009421719	126.246463853	193.3			
T	39.009421567	126.246406910	190.4			
T	39.009421388	126.246342312	187.3			
T	39.009421209	126.246276993	184.3			
T	39.009421027	126.246211168	181.3			
T	39.009420849	126.246144833	178.2			
T	39.009420676	126.246077974	175.3			
T	39.009420510	126.246018111	173.0			
T	39.009420306	126.245950303	170.3			
T	39.009420124	126.245882320	167.6			
T	39.009419940	126.245813820	164.9			
T	39.009419756	126.245744795	162.4			
T	39.009419589	126.245682994	160.2			
T	39.009419396	126.245612589	157.6			
T	39.009419199	126.245541539	154.8			
T	39.009419002	126.245469916	151.3			
T	39.009418802	126.245397709	147.6			
T	39.009418600	126.245324914	144.0			
T	39.009418439	126.245260706	141.0			
T	39.009418346	126.245194274	138.8			
T	39.009418253	126.245127595	136.6			
T	39.009380073	126.250773145	203.9			
T	39.009380056	126.250718487	203.8			
T	39.009380040	126.250670006	203.8			
T	39.009380021	126.250615440	203.8			
T	39.009380002	126.250560850	203.8			
T	39.009379983	126.250506234	204.2			
T	39.009379964	126.250451595	204.8			
T	39.009379955	126.250396776	205.3			
T	39.009379947	126.250347989	205.8			
T	39.009379938	126.250293092	206.4			
T	39.009379932	126.250238183	206.7			
T	39.009379923	126.250183261	207.0			
T	39.009379913	126.250128327	207.3			
T	39.009379906	126.250079486	207.6			
T	39.009379949	126.250023555	207.9			
T	39.009379999	126.249967624	208.2			
T	39.009380051	126.249911756	208.5			
T	39.009380101	126.249855952	208.9			
T	39.009380152	126.249800213	209.3			
T	39.009380200	126.249750706	209.6			
T	39.009380301	126.249694392	210.4			
T	39.009380403	126.249638208	211.7			
T	39.009380504	126.249582153	213.0			
T	39.009380609	126.249526225	214.3			
T	39.009380710	126.249470427	215.6			
T	39.009380799	126.249420936	217.0			
T	39.009380889	126.249365423	218.8			
T	39.009380979	126.249310083	220.6			
T	39.009381069	126.249254857	222.4			
T	39.009381162	126.249199746	224.2			
T	39.009381241	126.249150851	225.3			
T	39.009381331	126.249095951	225.4			
T	39.009381402	126.249041244	225.4			
T	39.009381461	126.248986724	225.4			
T	39.009381520	126.248932277	225.4			
T	39.009381577	126.248877903	225.7			
T	39.009381627	126.248829634	226.7			
T	39.009381686	126.248775399	227.9			
T	39.009381744	126.248721237	229.0			
T	39.009381798	126.248667162	230.2			
T	39.009381846	126.248613156	231.4			
T	39.009381889	126.248565202	231.5			
T	39.009381939	126.248511310	231.7			
T	39.009381987	126.248457477	231.9			
T	39.009382035	126.248403705	232.1			
T	39.009382053	126.248349933	232.3			
T	39.009382043	126.248296122	232.4			
T	39.009382034	126.248248281	232.6			
T	39.009382019	126.248194444	232.8			
T	39.009382009	126.248140597	232.9			
T	39.009381999	126.248086737	233.1			
T	39.009381989	126.248032866	233.0			
T	39.009381964	126.247984868	232.6			
T	39.009381926	126.247930769	232.1			
T	39.009381887	126.247876621	231.7			
T	39.009381853	126.247822427	231.2			
T	39.009381814	126.247768181	230.6			
T	39.009381775	126.247713886	229.4			
T	39.009381707	126.247665231	228.3			
T	39.009381598	126.247610103	227.1			
T	39.009381489	126.247554835	225.8			
T	39.009381371	126.247499423	224.6			
T	39.009381260	126.247443876	223.9			
T	39.009381163	126.247394383	223.2			
T	39.009381052	126.247338570	222.5			
T	39.009380893	126.247281997	221.8			
T	39.009380730	126.247225101	221.1			
T	39.009380566	126.247167991	219.5			
T	39.009380398	126.247110665	217.9			
T	39.009380251	126.247059529	216.4			
T	39.009380091	126.247001750	214.8			
T	39.009379870	126.246942819	213.1			
T	39.009379647	126.246883591	210.9			
T	39.009379423	126.246824063	208.8			
T	39.009379220	126.246770894	206.8			
T	39.009378993	126.246710792	204.7			
T	39.009378766	126.246650383	202.2			
T	39.009378461	126.246587824	198.9			
T	39.009378132	126.246524565	195.6			
T	39.009377794	126.246460838	192.3			
T	39.009377498	126.246403801	189.3			
T	39.009377162	126.246339185	186.3			
T	39.009376809	126.246273874	183.4			
T	39.009376454	126.246207943	180.4			
T	39.009376097	126.246141500	177.4			
T	39.009375757	126.246074536	174.6			
T	39.009375435	126.246014576	172.2			
T	39.009375052	126.245946678	169.5			
T	39.009374698	126.245878585	166.8			
T	39.009374340	126.245809973	164.1			
T	39.009373980	126.245740833	161.6			
T	39.009373657	126.245678929	159.3			
T	39.009373291	126.245608682	156.7			
T	39.009372907	126.245537520	153.8			
T	39.009372521	126.245465782	150.3			
T	39.009372134	126.245393461	146.7			
T	39.009371741	126.245320548	143.1			
T	39.009371438	126.245256680	140.2			
T	39.009371258	126.245190157	137.8			
T	39.009371077	126.245123389	135.4			
T	39.009336979	126.250779120	202.3			
T	39.009336961	126.250724238	202.2			
T	39.009336936	126.250675630	202.0			
T	39.009336908	126.250620924	201.8			
T	39.009336879	126.250566192	201.6			
