type	latitude	longitude	altitude (m)	name	desc	kml_folder
T	39.011352447	126.249199984	210.8			
T	39.011351597	126.249151369	210.5			
T	39.011350632	126.249096724	211.3			
T	39.011349666	126.249042135	212.2			
T	39.011348704	126.248987603	213.0			
T	39.011347217	126.248933008	213.9			
T	39.011345554	126.248878465	214.7			
T	39.011344081	126.248830065	215.3			
T	39.011342423	126.248775701	215.9			
T	39.011340768	126.248721433	216.4			
T	39.011341285	126.248667451	216.9			
T	39.011342928	126.248613503	217.3			
T	39.011344393	126.248565471	217.7			
T	39.011346044	126.248511345	218.1			
T	39.011347696	126.248457122	218.6			
T	39.011349353	126.248402803	219.0			
T	39.011351016	126.248348388	219.5			
T	39.011352679	126.248293878	219.5			
T	39.011352568	126.248245565	219.5			
T	39.011352339	126.248191235	219.5			
T	39.011352111	126.248136918	219.5			
T	39.011351883	126.248082613	219.5			
T	39.011351654	126.248028322	218.9			
T	39.011354093	126.247979338	217.8			
T	39.011357835	126.247923774	216.5			
T	39.011361592	126.247867989	215.2			
T	39.011365366	126.247811983	213.8			
T	39.011369153	126.247755753	212.4			
T	39.011372955	126.247699298	211.0			
T	39.011376351	126.247648925	209.7			
T	39.011379337	126.247592441	208.4			
T	39.011381897	126.247536004	207.0			
T	39.011384463	126.247479416	205.5			
T	39.011387036	126.247422676	203.8			
T	39.011389329	126.247372111	202.3			
T	39.011392622	126.247314649	200.6			
T	39.011397962	126.247255650	198.7			
T	39.011403342	126.247196333	196.6			
T	39.011408764	126.247136691	194.0			
T	39.011414204	126.247076708	191.5			
T	39.011419066	126.247023107	189.2			
T	39.011424438	126.246962582	186.7			
T	39.011429674	126.246901857	184.4			
T	39.011434938	126.246840807	182.3			
T	39.011440227	126.246779433	180.2			
T	39.011444955	126.246724599	178.3			
T	39.011450301	126.246662596	176.1			
T	39.011455681	126.246600255	174.5			
T	39.011461085	126.246537577	172.8			
T	39.011466524	126.246474559	171.1			
T	39.011471987	126.246411192	169.4			
T	39.011476857	126.246354570	167.8			
T	39.011482069	126.246290889	165.7			
T	39.011487303	126.246226877	163.7			
T	39.011492565	126.246162531	161.7			
T	39.011497855	126.246097848	159.7			
T	39.011503169	126.246032827	157.9			
T	39.011507919	126.245974743	156.2			
T	39.011513949	126.245908241	154.3			
T	39.011520271	126.245841004	152.4			
T	39.011526637	126.245773355	150.3			
T	39.011532516	126.245705979	148.2			
T	39.011536479	126.245647558	146.5			
T	39.011540954	126.245581569	144.5			
T	39.011545449	126.245515294	142.5			
T	39.011549964	126.245448727	140.7			
T	39.011554499	126.245381869	138.8			
T	39.011559057	126.245314722	136.9			
T	39.011563267	126.245254579	135.2			
T	39.011568474	126.245185899	133.0			
T	39.011573696	126.245116870	130.8			
T	39.011322043	126.250760779	208.5			
T	39.011322722	126.250706870	207.8			
T	39.011323326	126.250658916	207.1			
T	39.011324006	126.250604932	206.4			
T	39.011324686	126.250550907	205.7			
T	39.011325367	126.250496845	205.0			
T	39.011326048	126.250442743	204.2			
T	39.011326732	126.250388600	203.5			
T	39.011327338	126.250340439	202.8			
T	39.011327686	126.250285901	202.1			
T	39.011327914	126.250231231	202.7			
T	39.011328141	126.250176547	203.6			
T	39.011328369	126.250121850	204.4			
T	39.011328430	126.250073099	205.2			
T	39.011326067	126.250016275	206.1			
T	39.011323710	126.249959594	207.6			
T	39.011321359	126.249903057	209.3			
T	39.011319011	126.249846662	211.1			
T	39.011316672	126.249790413	212.8			
T	39.011314598	126.249740532	214.3			
T	39.011312271	126.249684549	215.1			
T	39.011309950	126.249628707	215.5			
T	39.011309236	126.249573934	215.8			
T	39.011308767	126.249519339	216.1			
T	39.011308297	126.249464771	216.4			
T	39.011307881	126.249416289	216.1			
T	39.011307173	126.249361664	215.5			
T	39.011306232	126.249306979	214.8			
T	39.011305291	126.249252349	214.2			
T	39.011304353	126.249197776	213.6			
T	39.011303525	126.249149317	213.5			
T	39.011302587	126.249094847	214.3			
T	39.011301650	126.249040432	215.2			
T	39.011300715	126.248986074	216.0			
T	39.011299780	126.248931771	216.8			
T	39.011298252	126.248877405	217.6			
T	39.011296817	126.248829141	218.1			
T	39.011295206	126.248774934	218.5			
T	39.011293598	126.248720821	219.0			
T	39.011294135	126.248666994	219.4			
T	39.011295734	126.248613199	219.7			
T	39.011297156	126.248565301	220.0			
T	39.011298761	126.248511329	220.4			
T	39.011300366	126.248457259	220.8			
T	39.011301976	126.248403093	221.2			
T	39.011303594	126.248348833	221.6			
T	39.011305209	126.248294477	221.6			
T	39.011306648	126.248246082	221.5			
T	39.011306458	126.248191856	221.4			
T	39.011306235	126.248137646	221.4			
T	39.011306012	126.248083449	221.3			
T	39.011305790	126.248029264	220.8			
T	39.011308097	126.247980399	219.7			
T	39.011311741	126.247924951	218.5			
T	39.011315398	126.247869279	217.2			
T	39.011319071	126.247813389	216.0			
T	39.011322760	126.247757276	214.6			
T	39.011326462	126.247700939	213.0			
T	39.011329767	126.247650672	211.6			
T	39.011333497	126.247593908	210.1			
T	39.011336166	126.247537469	208.6			
T	39.011338667	126.247480970	207.1			
T	39.011341175	126.247424317	205.3			
T	39.011343409	126.247373832	203.7			
T	39.011346535	126.247316512	201.9			
T	39.011351739	126.247257611	200.0			
T	39.011356982	126.247198393	197.9			
T	39.011362254	126.247138844	195.5			
T	39.011367568	126.247078970	193.0			
T	39.011372306	126.247025459	190.8			
T	39.011377658	126.246964939	188.2			
T	39.011382854	126.246904234	185.9			
T	39.011387985	126.246843283	183.8			
T	39.011393143	126.246782005	181.6			
T	39.011397751	126.246727261	179.7			
T	39.011402961	126.246665359	177.6			
T	39.011408204	126.246603119	175.9			
T	39.011413471	126.246540540	174.2			
T	39.011418767	126.246477621	172.4			
T	39.011424096	126.246414367	170.7			
T	39.011428854	126.246357843	169.0			
T	39.011434147	126.246294010	166.9			
T	39.011439250	126.246230096	164.8			
T	39.011444379	126.246165849	162.7			
T	39.011449532	126.246101269	160.7			
T	39.011454715	126.246036348	158.9			
T	39.011459345	126.245978354	157.3			
T	39.011465173	126.245912023	155.4			
T	39.011471337	126.245844897	153.5			
T	39.011477542	126.245777357	151.5			
T	39.011483782	126.245709397	149.4			
T	39.011488514	126.245649817	147.6			
T	39.011492883	126.245583884	145.6			
T	39.011497271	126.245517667	143.6			
T	39.011501674	126.245451158	141.7			
T	39.011506108	126.245384357	139.8			
T	39.011510553	126.245317271	137.9			
T	39.011514637	126.245257217	136.1			
T	39.011519719	126.245188600	133.9			
T	39.011524814	126.245119634	131.7			
T	39.011275079	126.250755237	210.2			
T	39.011275739	126.250701458	209.6			
T	39.011276326	126.250653621	209.0			
T	39.011276986	126.250599767	208.3			
T	39.011277648	126.250545874	207.7			
T	39.011278311	126.250491942	206.8			
T	39.011278973	126.250437972	206.0			
T	39.011279637	126.250383961	205.1			
T	39.011280227	126.250335918	204.4			
T	39.011280891	126.250281831	203.6			
T	39.011281132	126.250227304	204.2			
T	39.011281352	126.250172744	204.9			
T	39.011281573	126.250118171	205.7			
T	39.011281467	126.250069389	206.4			
T	39.011279170	126.250012703	207.2			
T	39.011276878	126.249956160	208.7			
T	39.011274593	126.249899762	210.5			
T	39.011272313	126.249843506	212.3			
T	39.011270035	126.249787390	214.0			
T	39.011268018	126.249737631	215.6			
T	39.011265755	126.249681782	216.4			
T	39.011263497	126.249626075	216.9			
T	39.011261326	126.249570554	217.5			
T	39.011260870	126.249516132	217.9			
T	39.011260414	126.249461737	218.4			
T	39.011260010	126.249413410	218.3			
T	39.011259300	126.249358947	217.8			
T	39.011258386	126.249304437	217.3			
T	39.011257474	126.249249981	216.8			
T	39.011256562	126.249195583	216.4			
T	39.011255753	126.249147275	216.4			
T	39.011254846	126.249092980	217.3			
T	39.011253937	126.249038739	218.1			
T	39.011253029	126.248984554	218.9			
T	39.011252122	126.248930423	219.8			
T	39.011251215	126.248876348	220.5			
T	39.011249825	126.248828225	220.8			
T	39.011248256	126.248774171	221.2			
T	39.011246693	126.248720212	221.6			
T	39.011247250	126.248666540	221.8			
T	39.011248803	126.248612895	222.1			
T	39.011250187	126.248565134	222.3			
T	39.011251745	126.248511311	222.6			
T	39.011253307	126.248457396	223.0			
T	39.011254866	126.248403381	223.3			
T	39.011256438	126.248349275	223.6			
T	39.011258009	126.248295074	223.6			
T	39.011259406	126.248246815	223.4			
T	39.011260758	126.248192475	223.3			
T	39.011260541	126.248138372	223.2			
T	39.011260323	126.248084281	223.1			
T	39.011260106	126.248030204	222.6			
T	39.011262286	126.247981455	221.7			
T	39.011265832	126.247926120	220.5			
T	39.011269392	126.247870566	219.3			
T	39.011272964	126.247814789	218.1			
T	39.011276556	126.247758794	216.7			
T	39.011280158	126.247702575	215.0			
T	39.011283373	126.247652413	213.5			
T	39.011287003	126.247595767	211.9			
T	39.011290574	126.247538931	210.2			
T	39.011293010	126.247482518	208.6			
T	39.011295452	126.247425954	206.7			
T	39.011297629	126.247375546	205.1			
T	39.011300593	126.247318370	203.2			
T	39.011305671	126.247259577	201.3			
T	39.011310768	126.247200447	199.2			
T	39.011315903	126.247140998	196.9			
T	39.011321079	126.247081223	194.5			
T	39.011325693	126.247027803	192.4			
T	39.011330905	126.246967386	189.9			
T	39.011336154	126.246906628	187.7			
T	39.011341172	126.246845752	185.5			
T	39.011346197	126.246784571	183.4			
T	39.011350688	126.246729915	181.4			
T	39.011355763	126.246668114	179.2			
T	39.011360871	126.246605978	177.4			
T	39.011365999	126.246543498	175.6			
T	39.011371158	126.246480682	173.9			
T	39.011376350	126.246417527	172.1			
T	39.011380984	126.246361097	170.3			
T	39.011386220	126.246297285	168.1			
T	39.011391332	126.246233311	165.9			
T	39.011396330	126.246169164	163.7			
T	39.011401348	126.246104680	161.6			
T	39.011406399	126.246039861	159.9			
T	39.011410909	126.245981959	158.3			
T	39.011416540	126.245915790	156.5			
T	39.011422544	126.245848777	154.7			
T	39.011428591	126.245781349	152.6			
T	39.011434670	126.245713501	150.6			
T	39.011440105	126.245652836	148.7			
T	39.011444889	126.245586196	146.7			
T	39.011449170	126.245520036	144.7			
T	39.011453462	126.245453586	142.8			
T	39.011457789	126.245386843	140.8			
T	39.011462126	126.245319816	138.9			
T	39.011466086	126.245259851	137.0			
T	39.011471043	126.245191297	134.8			
T	39.011476012	126.245122394	132.6			
T	39.011228345	126.250749722	211.9			
T	39.011228986	126.250696073	211.3			
T	39.011229557	126.250648352	210.8			
T	39.011230199	126.250594629	210.3			
T	39.011230841	126.250540865	209.6			
T	39.011231486	126.250487064	208.6			
T	39.011232130	126.250433225	207.7			
T	39.011232774	126.250379344	206.8			
T	39.011233347	126.250331418	205.9			
T	39.011233992	126.250277463	205.0			
T	39.011234561	126.250223395	205.7			
T	39.011234777	126.250168960	206.3			
T	39.011234990	126.250114508	206.9			
T	39.011234727	126.250065695	207.5			
T	39.011232494	126.250009148	208.3			
T	39.011230267	126.249952743	209.9			
T	39.011228045	126.249896481	211.7			
T	39.011225830	126.249840361	213.5			
T	39.011223616	126.249784382	215.2			
T	39.011221656	126.249734742	216.8			
T	39.011219455	126.249679028	217.7			
T	39.011217261	126.249623455	218.4			
T	39.011215072	126.249568020	219.1			
T	39.011213275	126.249512946	219.8			
T	39.011212833	126.249458723	220.4			
T	39.011212440	126.249410548	220.4			
T	39.011211729	126.249356248	220.1			
T	39.011210843	126.249301910	219.8			
T	39.011209957	126.249247629	219.5			
T	39.011209073	126.249193402	219.2			
T	39.011208289	126.249145249	219.4			
T	39.011207405	126.249091126	220.2			
T	39.011206524	126.249037057	221.0			
T	39.011205643	126.248983043	221.9			
T	39.011204763	126.248929084	222.7			
T	39.011203884	126.248875180	223.4			
T	39.011203097	126.248827313	223.6			
T	39.011201576	126.248773415	223.9			
T	39.011200054	126.248719606	224.1			
T	39.011200627	126.248666088	224.3			
T	39.011202136	126.248612595	224.4			
T	39.011203479	126.248564966	224.6			
T	39.011204993	126.248511295	224.9			
T	39.011206508	126.248457530	225.1			
T	39.011208020	126.248403668	225.4			
T	39.011209549	126.248349714	225.6			
T	39.011211073	126.248295666	225.6			
T	39.011212431	126.248247544	225.4			
T	39.011213960	126.248193317	225.2			
T	39.011215026	126.248139095	225.1			
T	39.011214816	126.248085111	225.0			
T	39.011214603	126.248031139	224.5			
T	39.011216659	126.247982508	223.6			
T	39.011220108	126.247927286	222.5			
T	39.011223570	126.247871846	221.4			
T	39.011227045	126.247816185	220.2			
T	39.011230534	126.247760304	218.9			
T	39.011234042	126.247704203	217.1			
T	39.011237168	126.247654146	215.5			
T	39.011240698	126.247597619	213.7			
T	39.011244242	126.247540866	211.9			
T	39.011247491	126.247484062	210.1			
T	39.011249868	126.247427586	208.2			
T	39.011251987	126.247377257	206.5			
T	39.011254793	126.247320222	204.5			
T	39.011259737	126.247261526	202.5			
T	39.011264708	126.247202504	200.4			
T	39.011269697	126.247143144	198.2			
T	39.011274737	126.247083470	196.0			
T	39.011279229	126.247030140	194.0			
T	39.011284301	126.246969825	191.7			
T	39.011289410	126.246909171	189.4			
T	39.011294498	126.246848215	187.3			
T	39.011299389	126.246787131	185.1			
T	39.011303764	126.246732563	183.2			
T	39.011308706	126.246670861	181.0			
T	39.011313676	126.246608825	179.1			
T	39.011318672	126.246546450	177.3			
T	39.011323692	126.246483734	175.4			
T	39.011328748	126.246420682	173.6			
T	39.011333261	126.246364346	171.8			
T	39.011338362	126.246300640	169.7			
T	39.011343487	126.246236584	167.5			
T	39.011348417	126.246172464	165.3			
T	39.011353308	126.246108083	163.1			
T	39.011358219	126.246043362	161.3			
T	39.011362612	126.245985549	159.6			
T	39.011368051	126.245919552	157.8			
T	39.011373894	126.245852643	155.9			
T	39.011379777	126.245785325	153.9			
T	39.011385700	126.245717589	151.8			
T	39.011390992	126.245657025	149.9			
T	39.011396968	126.245588507	147.8			
T	39.011401142	126.245522398	145.8			
T	39.011405335	126.245456004	143.8			
T	39.011409548	126.245389326	141.8			
T	39.011413776	126.245322358	139.8			
T	39.011417613	126.245262485	138.0			
T	39.011422446	126.245193989	135.7			
T	39.011427304	126.245125155	133.4			
T	39.011181839	126.250744235	213.6			
T	39.011182462	126.250690714	213.1			
T	39.011183017	126.250643108	212.7			
T	39.011183640	126.250589515	212.2			
T	39.011184265	126.250535882	211.5			
T	39.011184887	126.250482208	210.4			
T	39.011185516	126.250428500	209.4			
T	39.011186140	126.250374750	208.4			
T	39.011186697	126.250326940	207.5			
T	39.011187323	126.250273115	206.6			
T	39.011187950	126.250219252	207.1			
T	39.011188412	126.250165191	207.6			
T	39.011188619	126.250110863	208.2			
T	39.011188206	126.250062020	208.7			
T	39.011186037	126.250005610	209.3			
T	39.011183874	126.249949342	211.0			
T	39.011181716	126.249893216	212.8			
T	39.011179563	126.249837231	214.7			
T	39.011177415	126.249781388	216.5			
T	39.011175510	126.249731867	218.1			
T	39.011173372	126.249676287	219.1			
T	39.011171240	126.249620846	219.9			
T	39.011169114	126.249565544	220.8			
T	39.011166992	126.249510380	221.6			
T	39.011165551	126.249455728	222.5			
T	39.011165169	126.249407705	222.5			
T	39.011164459	126.249353565	222.4			
T	39.011163599	126.249299400	222.2			
T	39.011162741	126.249245291	222.1			
T	39.011161883	126.249191237	222.0			
T	39.011161121	126.249143234	222.3			
T	39.011160267	126.249089286	223.1			
T	39.011159410	126.249035386	223.9			
T	39.011158556	126.248981543	224.8			
T	39.011157702	126.248927753	225.6			
T	39.011156849	126.248874019	226.2			
T	39.011156092	126.248826300	226.4			
T	39.011155158	126.248772662	226.5			
T	39.011153676	126.248719004	226.7			
T	39.011154265	126.248665639	226.7			
T	39.011155729	126.248612294	226.7			
T	39.011157033	126.248564799	226.9			
T	39.011158502	126.248511279	227.1			
T	39.011159974	126.248457665	227.3			
T	39.011161447	126.248403958	227.5			
T	39.011162923	126.248350151	227.7			
T	39.011164402	126.248296256	227.6			
T	39.011165719	126.248248269	227.4			
T	39.011167204	126.248194196	227.2			
T	39.011168690	126.248140027	227.0			
T	39.011169486	126.248085937	226.8			
T	39.011169278	126.248032071	226.3			
T	39.011171215	126.247983555	225.5			
T	39.011174568	126.247928447	224.4			
T	39.011177933	126.247873121	223.4			
T	39.011181312	126.247817576	222.4			
T	39.011184702	126.247761809	221.0			
T	39.011188112	126.247705824	219.1			
T	39.011191149	126.247655871	217.4			
T	39.011194581	126.247599463	215.4			
T	39.011198026	126.247542830	213.5			
T	39.011201484	126.247485969	211.6			
T	39.011204423	126.247429212	209.6			
T	39.011206483	126.247378961	207.9			
T	39.011209136	126.247322068	205.9			
T	39.011213946	126.247263469	203.8			
T	39.011218783	126.247204544	201.7			
T	39.011223647	126.247145293	199.6			
T	39.011228528	126.247085703	197.5			
T	39.011232910	126.247032469	195.6			
T	39.011237845	126.246972257	193.4			
T	39.011242815	126.246911706	191.2			
T	39.011247813	126.246850813	189.0			
T	39.011252722	126.246789684	186.9			
T	39.011256975	126.246735199	185.0			
T	39.011261790	126.246673599	182.8			
T	39.011266623	126.246611664	180.8			
T	39.011271484	126.246549391	178.9			
T	39.011276369	126.246486777	177.0			
T	39.011281282	126.246423825	175.1			
T	39.011285681	126.246367585	173.3			
T	39.011290645	126.246303985	171.2			
T	39.011295631	126.246240035	169.0			
